LotArea,OverallQual,OverallCond,YearBuilt,BsmtQual,BsmtExposure,TotalBsmtSF,CentralAir,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,Neighborhood_Crawfor,Neighborhood_NridgHt,Neighborhood_StoneBr,BsmtGLQ,HeatingQC_Ex,Baths,TotalPorch
8.99887832543581,4,5,1915,2,1,888.0,1,1962,0.0,1,1,2.0,0,0,0,0.0,1,1.5,524
9.464982590349763,6,8,1912,2,1,780.0,1,1560,0.0,2,0,0.0,0,0,0,0.0,1,1.5,512
8.028781162487148,6,8,1920,2,1,662.0,1,1324,1.0,1,0,1.0,0,0,0,0.0,1,1.9,112
9.633186877915122,5,5,1959,3,1,656.0,1,1675,0.0,1,2,1.0,0,0,0,0.0,0,2.0,132
9.27162360039308,5,3,1917,3,1,689.0,0,1224,0.0,1,0,1.0,0,0,0,0.0,0,1.5,248
9.200290036122679,5,4,1915,2,1,186.0,0,1392,0.0,1,0,0.0,0,0,0,0.0,0,1.0,168
8.699681400989514,6,5,1940,1,1,232.0,0,919,0.0,1,0,1.0,0,0,0,0.0,1,1.0,45
8.771680359010379,4,1,1907,2,1,634.0,0,1884,0.0,1,0,0.0,0,0,0,0.0,0,1.5,239
8.707482917859371,5,7,1910,2,2,120.0,1,1680,0.0,1,1,2.0,0,0,0,0.0,0,2.0,200
9.284798282894194,4,3,1967,2,1,1128.0,0,1832,0.0,1,0,0.0,0,0,0,0.0,0,2.0,58
8.96187901267768,5,7,1966,2,2,150.0,1,892,0.0,2,0,1.0,0,0,0,0.0,1,1.0,0
8.965973184210348,5,5,1968,2,1,89.0,1,864,0.0,1,0,1.0,0,0,0,1.0,1,1.0,226
8.912473274466036,5,5,1978,3,3,0.0,1,1373,0.0,1,2,2.0,0,0,0,1.0,0,1.0,0
9.32607687045878,5,5,1968,2,1,0.0,1,1440,0.0,1,2,2.0,0,0,0,0.0,1,1.5,230
9.906582757443429,7,7,1977,3,4,328.0,1,1483,0.0,1,2,2.0,0,0,0,0.0,0,1.5,496
9.133351330448047,4,4,1927,1,1,660.0,0,756,0.0,1,0,2.0,0,0,0,0.0,0,1.0,80
9.74578055650609,6,5,1978,3,3,153.0,1,1981,0.0,2,1,2.0,0,0,0,0.0,1,2.5,440
9.830916859701292,3,4,1938,2,2,0.0,1,1610,1.0,0,1,1.0,0,0,0,0.0,0,2.9,60
9.348274558065496,6,7,1950,2,1,172.0,1,1074,0.0,2,1,1.0,0,0,0,1.0,1,1.0,104
9.143131622282732,4,6,1947,2,1,564.0,1,1531,0.0,1,1,1.0,0,0,0,0.0,1,1.0,0
9.1616751999949,5,7,1954,2,3,218.0,1,1172,0.0,1,0,1.0,0,0,0,0.0,0,1.0,240
9.769098649497478,7,5,2009,3,4,162.0,1,1508,0.0,2,2,2.0,0,0,0,1.0,1,1.0,0
9.323669057283183,5,3,1964,2,2,1250.0,1,1298,0.0,1,0,2.0,0,0,0,0.0,1,2.0,144
9.390993871669439,7,5,1987,3,4,0.0,1,1433,0.0,2,2,2.0,0,0,0,1.0,1,1.5,544
9.422301633887823,6,7,1993,3,1,86.0,1,1802,1.0,2,1,4.0,0,0,0,1.0,1,3.4,542
8.903815211722922,7,5,2010,3,1,1198.0,1,1222,0.0,2,0,2.0,0,0,0,1.0,1,2.0,54
9.563458999712138,6,8,1900,1,1,676.0,1,1445,0.0,1,0,2.0,0,0,0,0.0,0,2.0,59
9.315150736328528,5,5,1996,3,3,0.0,1,965,0.0,1,0,2.0,0,0,0,1.0,0,1.0,71
9.141740280483925,7,5,1997,3,1,525.0,1,1692,0.0,1,1,2.0,0,0,0,0.0,1,2.5,39
9.631678829240636,5,8,1977,3,1,140.0,1,1026,0.0,1,0,1.0,0,0,0,1.0,1,1.5,401
8.919988070968524,5,6,1972,2,3,396.0,1,876,0.0,1,0,2.0,0,0,0,0.0,0,1.0,0
9.248502833070534,8,5,2003,3,1,296.0,1,1978,0.0,2,1,3.0,0,0,0,1.0,1,2.5,213
9.14580185083861,7,5,1997,3,1,1040.0,1,2098,0.0,2,1,2.0,0,0,0,0.0,1,2.5,369
8.39728289474368,6,5,2003,3,3,176.0,1,848,0.0,2,0,2.0,0,0,0,1.0,1,1.0,140
9.079889942592116,3,6,1945,0,0,0.0,0,640,0.0,1,0,1.0,0,0,0,0.0,0,1.0,0
9.087268374386188,5,6,1954,1,1,381.0,1,992,0.0,1,0,1.0,0,0,0,0.0,1,1.0,116
9.214730720277476,5,6,1968,3,4,126.0,1,1196,0.0,1,0,1.0,0,0,0,0.0,0,1.0,425
9.375176614429117,4,5,1948,2,1,744.0,0,1120,0.0,0,0,2.0,0,0,0,0.0,1,1.0,160
8.749098248399019,6,6,1975,2,3,480.0,1,1096,0.0,1,1,1.0,0,0,0,0.0,0,1.0,0
8.765614549914716,4,5,1958,2,1,960.0,1,960,0.0,1,0,0.0,0,0,0,0.0,1,1.0,0
8.487352349405215,5,6,1924,2,2,974.0,0,1296,0.0,0,1,1.0,0,0,0,0.0,0,2.0,36
8.97335141383992,6,6,1939,2,1,618.0,1,856,0.0,1,1,2.0,0,0,0,0.0,0,1.0,166
8.881836305004146,4,6,1967,0,0,0.0,1,2650,0.0,1,0,0.0,0,0,0,0.0,0,3.0,0
9.194109358865765,5,2,1931,2,1,894.0,1,1666,0.0,1,1,0.0,0,0,0,0.0,1,1.0,156
9.254548626640503,7,6,1941,3,1,850.0,1,2133,0.0,1,2,1.0,1,0,0,0.0,1,1.5,86
9.655026193237626,5,6,1950,2,1,657.0,1,2177,0.0,1,0,2.0,1,0,0,0.0,1,2.5,0
9.88557813199256,7,6,1994,3,1,80.0,1,1652,0.0,2,0,2.0,1,0,0,1.0,1,2.5,0
8.27052509505507,8,6,1989,3,4,235.0,1,1034,0.0,2,1,2.0,0,0,0,1.0,0,1.0,177
8.27052509505507,8,5,1989,3,3,1115.0,1,1191,0.0,2,1,2.0,0,0,0,1.0,0,2.0,193
9.006263883379198,2,5,1941,2,1,0.0,1,540,0.0,1,0,1.0,0,0,0,0.0,0,1.0,0
9.120415664448196,6,5,1921,2,2,321.0,1,1107,0.0,1,0,1.0,0,0,0,0.0,0,1.0,256
9.072456664612796,4,7,1896,2,1,756.0,1,952,0.0,1,0,1.0,0,0,0,0.0,0,1.0,265
8.24564690087386,8,5,2004,4,4,221.0,1,1646,1.0,2,1,2.0,1,0,0,1.0,1,2.9,336
9.310185706945902,8,5,1998,3,1,434.0,1,1916,0.0,2,1,3.0,0,0,0,1.0,1,2.5,70
9.17159954365975,6,7,1977,2,1,564.0,1,1285,1.0,2,1,2.0,0,0,0,0.0,0,2.9,401
9.45407055689878,6,5,1976,2,1,1958.0,1,2048,0.0,1,0,2.0,0,0,0,0.0,0,3.0,0
9.383957488139991,7,5,2008,3,1,1258.0,1,1346,0.0,2,1,3.0,0,0,0,1.0,1,2.0,148
9.190443740261726,7,5,2009,3,1,1214.0,1,1214,0.0,2,0,2.0,0,0,0,0.0,1,2.0,25
9.190341725469493,5,5,2006,3,1,384.0,1,1444,0.0,1,0,2.0,0,0,0,0.0,0,2.5,100
9.635608107380527,5,5,1965,2,1,1026.0,1,1264,0.0,1,1,2.0,0,0,0,0.0,0,1.0,0
9.221675881639928,5,5,2004,4,3,1430.0,1,1430,0.0,2,0,2.0,0,0,0,0.0,1,2.0,0
9.382190628902842,5,5,1999,3,1,1344.0,1,1344,0.0,1,1,2.0,0,0,0,0.0,1,2.0,328
7.780720886117918,5,6,1973,3,4,30.0,1,945,1.0,1,1,1.0,0,0,0,1.0,1,1.9,338
7.297091005160418,4,7,1970,2,1,370.0,1,1092,0.0,1,0,0.0,0,0,0,1.0,1,1.5,226
7.549609165154532,4,4,1970,2,1,546.0,1,1092,0.0,1,0,0.0,0,0,0,0.0,1,1.5,0
7.544332108053688,4,6,1972,2,1,252.0,1,1092,0.0,1,0,1.0,0,0,0,0.0,0,1.5,64
8.846928500099018,5,7,1971,2,1,395.0,1,874,0.0,1,0,1.0,0,0,0,0.0,1,1.0,0
9.46397433028839,5,7,1984,3,2,36.0,1,833,0.0,2,0,2.0,0,0,0,0.0,0,1.0,431
8.948975607841776,5,2,1985,2,1,1216.0,1,2432,0.0,1,0,2.0,0,0,0,0.0,0,5.0,200
9.25674674479034,5,5,1991,3,1,166.0,1,1274,0.0,1,0,2.0,0,0,0,0.0,0,1.5,22
9.263312256742287,5,5,1969,2,3,388.0,1,1479,0.0,1,0,1.0,0,0,0,0.0,0,2.0,567
9.199481628641307,8,5,1994,3,4,54.0,1,1803,1.0,2,2,2.0,0,0,0,1.0,1,3.4,415
9.469700127423376,6,5,1993,3,2,208.0,1,1797,0.0,2,1,2.0,0,0,0,1.0,1,2.5,474
9.473319831787592,6,5,1956,1,1,318.0,1,882,0.0,1,0,1.0,0,0,0,0.0,0,1.0,0
9.230142999272363,6,5,1974,2,1,590.0,1,1434,0.0,1,1,2.0,0,0,0,0.0,0,2.0,101
9.22808205345234,6,5,1997,3,1,98.0,1,1608,0.0,1,1,2.0,0,0,0,0.0,1,2.5,282
9.375176614429117,8,5,2003,3,4,158.0,1,2283,0.0,2,1,3.0,0,0,0,1.0,1,2.5,166
9.035986984831405,7,5,1996,3,1,100.0,1,1628,0.0,1,1,2.0,0,0,0,1.0,0,2.5,120
8.895081531754169,8,5,2004,4,3,243.0,1,2522,0.0,2,1,2.0,0,0,1,1.0,1,2.0,239
8.906528917594517,8,5,1998,3,3,1077.0,1,1478,0.0,1,0,2.0,0,0,1,1.0,1,2.0,211
8.98882050177807,8,5,1995,3,1,846.0,1,1734,0.0,2,0,2.0,0,0,1,1.0,1,2.0,102
9.09638749190015,7,5,1998,3,1,195.0,1,1382,0.0,1,1,2.0,0,0,0,1.0,0,2.5,256
8.922658299524402,6,5,1998,3,1,476.0,1,1636,0.0,1,1,2.0,0,0,0,1.0,0,2.5,84
9.082847851460906,6,5,1994,3,1,107.0,1,1516,0.0,2,1,2.0,0,0,0,1.0,0,2.5,46
8.88875674784872,6,5,1993,3,1,1181.0,1,1190,0.0,2,1,2.0,0,0,0,0.0,1,2.0,21
9.384293679099619,5,6,1977,3,1,722.0,1,1934,0.0,1,1,2.0,0,0,0,0.0,1,2.5,376
9.491752831414367,7,6,1978,3,1,832.0,1,2050,0.0,2,1,2.0,0,0,0,0.0,0,2.5,384
9.299083581810569,6,6,1978,2,1,1064.0,1,1671,0.0,1,1,2.0,0,0,0,0.0,0,2.0,307
9.424483541093092,7,7,1980,3,1,441.0,1,2673,0.0,2,1,2.0,0,0,0,0.0,0,2.5,262
9.313618721429684,6,5,1978,2,1,308.0,1,1707,0.0,1,1,2.0,0,0,0,0.0,0,2.0,0
8.853665428037448,7,5,2003,3,2,304.0,1,1884,0.0,3,1,2.0,0,0,0,1.0,1,2.5,35
8.922658299524402,8,5,2000,3,1,1058.0,1,1874,0.0,2,1,2.0,0,0,0,0.0,1,2.5,134
9.0442857876461,8,5,2002,3,1,471.0,1,1811,0.0,2,1,2.0,0,0,0,1.0,1,2.5,273
9.145588494746486,5,7,1975,3,3,120.0,1,1621,0.0,1,2,2.0,0,0,0,0.0,0,2.0,490
9.224243277145174,6,6,1974,2,1,228.0,1,1116,0.0,1,1,2.0,0,0,0,0.0,1,2.0,0
9.310185706945902,7,5,1975,2,1,540.0,1,1193,0.0,1,1,2.0,0,0,0,0.0,0,2.0,40
8.965717788984849,5,5,1970,2,1,1180.0,1,1180,0.0,1,0,2.0,0,0,0,0.0,0,1.5,45
9.04899722156742,5,7,1971,3,1,543.0,1,1050,0.0,1,0,1.0,0,0,0,0.0,1,1.5,0
8.859079317881529,4,6,1970,2,1,138.0,1,864,0.0,1,0,2.0,0,0,0,0.0,0,1.0,210
9.104979856318355,4,7,1971,2,1,624.0,1,864,0.0,1,0,2.0,0,0,0,0.0,0,1.0,200
7.426549072397305,6,5,1973,2,1,229.0,1,987,0.0,1,0,1.0,0,0,0,0.0,0,1.5,0
7.426549072397305,6,6,1972,2,1,79.0,1,987,0.0,1,0,1.0,0,0,0,0.0,0,1.5,0
7.7441366276279915,6,5,1976,3,1,498.0,1,1548,0.0,1,1,2.0,0,0,0,0.0,0,2.5,108
7.731930721948487,7,5,1975,3,1,0.0,1,1055,1.0,1,1,2.0,0,0,0,0.0,0,2.9,27
7.761744984658913,6,5,1977,3,1,466.0,1,1456,0.0,1,1,2.0,0,0,0,0.0,0,2.5,28
7.7681103785259875,6,5,1978,3,1,484.0,1,1548,1.0,1,1,2.0,0,0,0,0.0,0,3.4,108
7.7681103785259875,6,5,1978,3,1,576.0,1,1456,0.0,1,1,2.0,0,0,0,0.0,0,2.5,147
7.651595573857602,7,6,1976,2,1,300.0,1,836,1.0,1,0,1.0,0,0,0,0.0,0,1.9,170
9.278933163441792,5,7,1966,2,1,220.0,1,1120,1.0,1,1,2.0,0,0,0,0.0,1,1.9,162
9.56500329315396,9,5,2007,4,1,416.0,1,2772,0.0,3,3,3.0,0,1,0,1.0,1,3.5,199
9.421411342056123,9,5,2009,4,1,379.0,1,2690,0.0,3,1,3.0,0,1,0,1.0,1,2.5,197
9.421411342056123,9,5,2008,4,3,788.0,1,2020,0.0,3,1,3.0,0,1,0,1.0,1,2.0,290
9.524640032332234,10,5,2007,4,4,342.0,1,2674,0.0,3,2,3.0,0,1,0,1.0,1,2.5,410
9.35686202463895,9,5,2008,4,1,1736.0,1,1736,0.0,3,1,3.0,0,1,0,0.0,1,2.0,409
9.733292175540011,8,5,2004,4,4,251.0,1,1782,0.0,2,2,3.0,0,1,0,1.0,1,2.0,181
10.056337386630338,8,5,2007,4,3,278.0,1,2520,0.0,3,1,3.0,0,1,0,1.0,1,2.5,465
9.246382963323112,9,5,2008,4,2,724.0,1,1743,0.0,3,1,3.0,0,1,0,1.0,1,2.0,213
9.293945955830981,9,5,2006,4,3,467.0,1,1531,0.0,3,1,3.0,0,1,0,1.0,1,2.0,236
9.51148146411212,9,5,2008,4,1,632.0,1,1808,0.0,3,1,3.0,0,1,0,1.0,1,2.0,226
9.463275708098127,7,5,2003,3,1,498.0,1,1760,0.0,2,1,2.0,0,1,0,0.0,1,2.0,355
9.633907315448331,9,5,2003,4,1,480.0,1,2452,0.0,3,1,3.0,0,1,0,1.0,1,2.0,116
9.492658081928813,8,5,2003,3,1,1082.0,1,2400,0.0,2,1,3.0,0,1,0,0.0,1,3.5,154
9.175541866433488,8,5,2006,3,1,1598.0,1,1606,0.0,2,1,3.0,0,1,0,0.0,0,2.0,290
8.839856232763264,6,5,2005,3,3,522.0,1,1358,0.0,2,1,2.0,0,1,0,0.0,1,2.0,228
8.541300266759471,6,5,2005,3,3,425.0,1,1306,0.0,2,1,2.0,0,1,0,1.0,1,2.0,233
9.240578555036793,7,5,2007,3,1,474.0,1,1358,0.0,2,1,2.0,0,1,0,1.0,1,2.0,218
9.604811938609481,10,5,2004,4,4,346.0,1,2492,0.0,3,1,3.0,0,1,0,1.0,1,2.5,461
9.633121357849578,8,5,2003,4,4,643.0,1,2200,0.0,3,1,3.0,0,1,0,1.0,1,2.5,263
8.907883013942248,9,5,2008,4,1,1084.0,1,1884,0.0,3,1,2.0,0,1,0,1.0,1,2.0,321
8.775240458738327,9,5,2008,4,1,1451.0,1,1456,0.0,3,1,2.0,0,1,0,0.0,1,2.0,234
9.727346854817254,8,5,2002,4,4,516.0,1,1712,0.0,2,1,3.0,0,1,0,1.0,1,2.0,401
8.15478757276852,7,5,2003,3,1,1405.0,1,1405,0.0,2,1,2.0,0,1,0,0.0,1,2.0,184
9.299083581810569,7,5,2005,3,1,728.0,1,1456,0.0,2,1,2.0,0,0,0,0.0,1,2.5,100
9.095826985187422,6,5,2005,3,3,745.0,1,1490,0.0,2,1,2.0,0,0,0,0.0,1,2.5,56
8.065265208897733,7,5,2005,3,3,1204.0,1,1220,0.0,2,1,2.0,0,0,0,1.0,1,2.0,116
9.152075463844207,7,5,2004,3,2,384.0,1,1374,0.0,2,1,2.0,0,0,0,0.0,1,2.5,100
8.985194817991301,7,5,2004,3,1,868.0,1,1630,0.0,2,1,2.0,0,0,0,0.0,1,2.5,168
9.22276289197474,7,5,2004,3,2,846.0,1,1594,0.0,2,1,2.0,0,0,0,0.0,1,2.5,348
9.101083386039235,7,5,2003,3,1,130.0,1,1489,0.0,2,1,2.0,0,0,0,1.0,1,2.5,75
9.008713664124222,7,5,2003,3,1,204.0,1,1342,0.0,2,1,2.0,0,0,0,1.0,1,2.5,156
9.464284672443103,8,5,2002,4,1,219.0,1,2004,0.0,2,1,3.0,0,0,0,1.0,1,2.5,48
9.1833801903934,7,5,2004,3,2,30.0,1,1374,0.0,2,0,2.0,0,0,0,1.0,1,2.5,0
9.039907859574642,6,5,2000,3,1,111.0,1,1514,0.0,1,1,2.0,0,0,0,1.0,1,2.5,72
8.955448122347393,7,5,1999,3,1,384.0,1,1430,0.0,1,1,2.0,0,0,0,0.0,1,2.5,0
