LotArea,OverallQual,OverallCond,YearBuilt,BsmtQual,BsmtExposure,TotalBsmtSF,CentralAir,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageCars,Neighborhood_Crawfor,Neighborhood_NridgHt,Neighborhood_StoneBr,BsmtGLQ,HeatingQC_Ex,Baths,TotalPorch,SalePrice
8.930626469173578,5,6,1958,2,1,1029,1,1339,0,1,0,1,0,0,0,0.0,0,1.0,0,139000
9.562053024085099,8,5,2005,4,3,1158,1,2376,0,2,1,3,0,1,0,0.0,1,3.5,394,325300
8.915835074176277,7,7,1930,2,1,637,1,1108,0,2,1,1,0,0,0,0.0,1,1.0,205,139400
9.184201714366488,8,5,2002,3,1,1777,1,1795,0,2,1,2,0,0,0,0.0,1,2.0,330,230000
8.348537825386098,5,7,1976,3,1,1040,1,1060,1,1,1,2,0,0,0,1.0,0,1.6,210,129900
9.017483513266843,5,8,1968,2,2,1060,1,1060,1,2,1,1,0,0,0,0.0,1,1.6,496,154000
9.563107691083898,8,5,2007,3,1,1566,1,1600,0,2,1,3,0,1,0,0.0,1,2.0,56,256300
8.881836305004146,5,7,1951,2,2,900,1,900,0,2,0,2,0,0,0,0.0,0,1.3,254,134800
9.348187438668306,8,5,2007,4,1,1704,1,1704,1,2,1,3,0,1,0,1.0,1,2.6,50,306000
9.700207901150694,5,6,1957,2,4,1484,1,1600,1,1,2,1,0,0,0,0.0,0,1.6,546,207500
8.752107198329362,4,6,1927,2,1,520,0,520,0,0,0,1,0,0,0,0.0,0,1.0,136,68500
9.047821442478408,4,4,1920,2,1,649,0,1317,0,1,0,1,0,0,0,0.0,0,1.0,226,40000
9.052984561199976,5,6,1966,2,1,1228,1,1228,0,2,0,1,0,0,0,0.0,0,1.5,65,149350
9.310095205113177,8,5,2007,4,3,1234,1,1234,0,2,0,2,0,0,0,0.0,1,2.0,30,179900
9.26407069439715,5,5,1959,2,1,1398,1,1700,0,2,1,2,0,0,0,0.0,0,1.8,38,165500
8.89740886527095,9,5,2005,4,1,1561,1,1561,1,3,1,2,0,1,0,1.0,1,2.6,250,277500
9.50435236812283,8,5,2004,4,3,1117,1,2452,0,2,1,3,0,1,0,0.0,1,3.5,145,309000
9.2927495082169,5,5,1994,3,1,1097,1,1097,0,1,0,2,0,0,0,0.0,1,1.5,456,145000
9.05157907959124,5,6,1954,2,1,1297,1,1297,0,1,1,2,0,0,0,0.0,0,1.3,0,153000
8.977398978181863,5,7,1953,2,1,1057,1,1057,1,2,0,1,0,0,0,1.0,0,1.6,52,109000
8.706159290928861,4,5,1955,0,0,0,0,1152,0,0,0,0,0,0,0,0.0,0,2.0,0,82000
9.066239028001926,6,5,1965,2,1,1088,1,1324,0,1,1,2,0,0,0,0.0,1,2.0,138,160000
9.735364715141987,5,6,1959,2,4,1350,1,1328,0,1,2,1,0,0,0,0.0,0,1.8,104,170000
9.124782483614537,5,7,1983,3,3,840,1,884,1,2,0,2,0,0,0,0.0,0,1.6,240,144000
9.126958763037134,5,6,1975,3,3,938,1,938,1,1,0,1,0,0,0,0.0,0,1.6,145,130250
8.980298078970819,5,6,1959,2,1,1150,1,1150,1,1,0,1,0,0,0,0.0,1,1.6,0,141000
8.943506132037237,9,5,2005,4,1,1752,1,1752,1,3,1,2,0,1,0,1.0,1,2.6,278,319900
9.458917724547202,7,5,2003,4,1,1434,1,2149,1,2,1,2,0,0,0,1.0,1,2.1,409,239686
9.314339961994667,8,5,2006,3,3,1656,1,1656,0,2,0,3,0,0,0,1.0,1,2.0,146,249700
8.40200678160712,4,5,1920,2,1,736,1,1452,0,1,0,0,0,0,0,0.0,0,2.0,102,113000
8.954415331137591,5,7,1966,2,1,955,1,955,1,1,0,1,0,0,0,0.0,1,1.6,0,127000
9.537411412656336,6,6,1997,3,3,794,1,1470,0,1,0,2,0,0,0,1.0,0,2.3,75,177000
8.738735461363474,6,6,1934,2,1,816,1,1176,0,1,1,2,0,0,0,0.0,0,1.0,112,114500
9.044521887281242,5,5,1963,3,4,816,0,816,1,1,0,2,0,0,0,0.0,0,1.6,106,110000
10.825183649068832,9,5,1981,4,4,1842,1,1842,2,2,1,3,0,0,0,1.0,0,1.7,929,385000
8.872627365918836,5,5,1955,2,1,384,1,1360,0,1,1,2,0,0,0,0.0,0,1.0,50,130000
9.227689010310797,6,5,1964,2,1,1425,1,1425,0,1,1,2,0,0,0,0.0,0,2.0,407,180500
7.8804263442924,8,5,1999,3,1,970,1,1739,1,2,0,2,0,0,0,1.0,1,3.1,115,172500
9.362632182318439,7,5,2004,3,1,860,1,1720,0,2,0,2,0,0,0,0.0,1,2.5,70,196500
9.523836379320944,10,5,2006,4,4,1410,1,2945,0,2,1,3,0,0,1,0.0,1,3.5,229,438780
8.881836305004146,5,7,1972,2,3,780,1,780,0,1,0,1,0,0,0,0.0,1,1.0,196,124900
9.478227817099784,6,5,2004,3,1,1158,1,1158,1,2,0,2,0,0,0,0.0,1,2.1,50,158000
8.881836305004146,5,7,1920,2,1,530,0,1111,0,0,0,1,0,0,0,0.0,0,1.0,144,101000
8.770594329891145,8,5,2006,3,2,1370,1,1370,0,2,1,2,0,1,0,1.0,1,2.0,169,202500
9.239899174217726,7,6,1921,2,1,576,1,1710,0,1,0,2,0,0,0,0.0,0,2.0,87,140000
9.14580185083861,7,5,1997,3,1,1057,1,2034,1,2,0,2,0,0,0,1.0,1,3.1,612,219500
9.16858043772795,8,5,2004,4,3,1143,1,2473,0,2,1,3,0,1,0,0.0,1,2.5,343,317000
9.898475010712584,7,5,1970,3,4,1947,1,2207,1,1,1,2,0,0,0,1.0,0,2.6,301,180000
9.274722630905453,7,5,2003,3,3,1453,1,1479,1,2,0,2,0,0,0,1.0,1,2.6,173,226000
8.435549202375729,4,6,1945,2,1,747,1,747,0,1,0,1,0,0,0,0.0,0,1.0,0,80000
9.654577374584887,7,4,1953,2,1,1304,1,2287,0,1,1,2,0,0,0,0.0,0,2.0,135,225000
9.521568058002977,7,6,1973,3,4,2223,1,2223,1,1,2,2,0,0,0,0.0,1,2.6,300,244000
8.935771938669783,4,6,1982,2,1,845,1,845,1,1,0,2,0,0,0,0.0,0,1.6,0,129500
9.224341891611996,7,5,1998,3,1,832,1,1718,0,1,1,2,0,0,0,0.0,0,2.5,385,185000
9.230142999272363,5,7,1954,2,1,1086,1,1086,1,1,0,2,0,0,0,0.0,0,1.6,0,144900
8.663887570567043,3,6,1915,1,1,840,0,1605,0,1,0,1,0,0,0,0.0,0,2.0,202,107400
7.375255778009754,4,5,1973,3,4,462,1,988,1,1,0,1,0,0,0,1.0,0,1.6,221,91000
9.044875932248653,4,7,1956,2,1,952,1,952,0,1,0,1,0,0,0,0.0,1,1.0,0,135750
9.06357899058078,5,5,1948,2,1,672,1,1285,1,1,0,1,0,0,0,0.0,0,1.6,0,127000
9.285262298493445,4,5,1968,2,1,1768,0,1768,0,1,0,0,0,0,0,0.0,0,2.0,0,136500
9.25339986143663,5,6,1910,2,1,440,1,1230,0,1,0,2,0,0,0,0.0,0,1.5,202,110000
9.472704636443671,6,6,1968,3,1,896,1,2142,0,2,1,1,0,0,0,0.0,0,2.5,324,193500
8.411832675758411,6,5,1998,4,1,1237,1,1337,1,1,0,2,0,0,0,1.0,1,2.6,199,153500
9.230731061623915,8,5,2007,3,1,1563,1,1563,0,2,1,3,0,0,0,1.0,1,2.0,243,245000
9.092907275084087,5,5,1960,2,1,1065,1,1065,0,1,0,2,0,0,0,0.0,0,1.5,74,126500
9.051344640485723,7,5,1995,3,1,384,1,1474,0,1,1,2,0,0,0,0.0,0,2.5,192,168500
9.68402471906149,8,5,1991,3,1,1288,1,2417,0,2,1,2,0,0,0,0.0,1,2.5,209,260000
9.385217621880901,6,5,2005,3,3,684,1,1560,0,2,1,2,0,0,0,0.0,1,2.5,138,174000
8.281723990411393,6,5,2009,3,3,612,1,1224,0,2,0,2,0,0,0,0.0,1,2.5,234,164500
9.0442857876461,3,2,1915,2,1,1013,0,1526,0,0,0,0,0,0,0,0.0,0,1.0,156,85000
8.995908761263994,4,5,1994,3,1,990,1,990,1,1,0,0,0,0,0,1.0,1,1.6,0,123600
8.881836305004146,4,5,1950,0,0,0,1,1040,0,1,0,2,0,0,0,0.0,0,1.0,29,109900
9.047821442478408,5,3,1961,2,1,1235,1,1235,0,1,0,2,0,0,0,0.0,0,1.0,0,98600
9.500020447090636,5,7,1921,3,1,876,1,964,1,1,0,2,1,0,0,0.0,1,1.6,44,163500
8.881836305004146,6,6,1910,2,2,1214,0,2291,0,1,1,2,0,0,0,0.0,1,2.3,99,133900
9.141740280483925,6,5,1997,3,1,824,1,1786,1,2,0,2,0,0,0,1.0,1,3.1,162,204750
9.186559843310777,6,8,1993,3,1,680,1,1470,0,1,1,2,0,0,0,0.0,0,2.5,295,185000
9.236397906295473,7,5,1999,3,3,1588,1,1588,0,2,0,2,0,0,0,0.0,1,2.0,187,214000
9.298442820197726,4,5,1965,2,1,960,1,960,1,1,0,1,0,0,0,0.0,0,1.6,120,94750
9.270964993792617,5,5,1920,2,1,458,0,835,0,1,0,1,0,0,0,0.0,0,1.0,77,83000
9.139917907679637,4,5,1959,2,1,950,1,1225,1,1,0,0,0,0,0,0.0,0,2.1,352,128950
9.268892258925797,6,7,1977,2,2,1610,1,1610,1,2,2,2,0,0,0,0.0,0,2.6,236,205000
9.127610724377185,6,5,1985,3,1,741,1,1732,0,2,1,2,0,0,0,0.0,0,2.5,238,178000
8.85623355614316,5,5,1979,0,0,0,1,1535,0,1,0,2,0,0,0,0.0,0,2.0,0,118964
9.249753374333018,7,5,2009,3,1,1226,1,1226,0,2,0,3,0,0,0,0.0,1,2.0,36,198900
8.956479847999912,7,4,1931,2,1,1040,1,1818,0,1,2,1,0,0,0,0.0,1,1.5,184,169500
9.14580185083861,8,5,2003,4,1,1053,1,1992,0,2,1,2,0,0,0,0.0,1,2.5,185,250000
9.287301413112312,4,7,1885,1,1,641,1,1047,0,1,0,1,0,0,0,0.0,0,1.0,0,100000
8.699514748210191,5,5,1948,2,1,789,1,789,0,1,0,1,0,0,0,0.0,1,1.0,0,115000
9.047821442478408,5,7,1919,2,1,793,0,1517,0,0,0,0,0,0,0,0.0,0,2.0,144,115000
9.37169362233394,6,6,1977,3,1,1844,1,1844,0,1,1,2,0,0,0,0.0,1,2.0,122,190000
9.1616751999949,6,4,1954,2,1,994,1,1855,0,1,0,1,0,0,0,0.0,0,2.0,182,136900
8.955448122347393,7,5,2000,3,1,384,1,1430,0,1,1,2,0,0,0,1.0,1,2.5,180,180000
9.206834232646894,7,5,2007,4,3,1264,1,2696,1,3,1,3,0,0,0,1.0,1,3.1,472,383970
9.952277716705561,6,5,1953,3,2,1809,1,2259,1,2,2,2,1,0,0,0.0,0,2.6,478,217000
8.889997357284841,6,8,1945,2,1,1028,1,2320,1,2,1,1,1,0,0,0.0,1,3.1,224,259500
8.080237416216702,6,5,1999,3,1,729,1,1458,0,1,1,2,0,0,0,1.0,0,2.5,32,176000
9.360138737064576,5,5,1962,2,1,1092,1,1092,0,1,1,1,0,0,0,0.0,0,1.3,164,139000
9.05204779298159,5,5,2006,3,1,1125,1,1125,0,1,0,2,0,0,0,0.0,0,1.5,144,155000
9.423514392252901,7,5,1990,3,2,1673,1,3222,1,2,2,3,0,0,0,1.0,0,3.6,367,320000
9.0432226489245,6,5,2005,3,1,728,1,1456,0,2,1,2,0,0,0,0.0,1,2.5,24,163990
9.973619774716504,6,5,1969,2,4,938,1,988,1,1,2,2,0,0,0,0.0,1,1.6,260,180000
8.70946507906336,4,5,1939,2,1,732,1,1123,0,1,0,1,0,0,0,0.0,0,1.0,140,100000
9.155250405658222,6,7,1958,2,1,1080,1,1080,0,1,0,1,0,0,0,0.0,0,1.0,130,136000
8.973604867142505,6,5,1993,3,1,1199,1,1199,0,2,0,2,0,0,0,1.0,1,2.0,63,153900
9.743494841225237,6,5,1979,3,1,1362,1,1586,0,1,1,2,0,0,0,0.0,0,2.0,192,181000
8.821732380934444,6,8,1935,2,3,520,0,754,1,1,0,0,0,0,0,1.0,0,1.6,53,84500
8.502688505213357,6,5,1976,3,1,1078,1,958,0,1,1,2,0,0,0,0.0,0,2.0,205,128000
8.38662882139512,5,7,1930,2,1,672,1,840,0,1,1,0,0,0,0,0.0,1,1.0,0,87000
8.934586870389676,6,5,1966,2,1,660,1,1348,0,1,1,2,0,0,0,0.0,0,1.5,296,155000
9.101975347298056,5,7,1958,2,1,1008,1,1053,0,3,0,2,0,0,0,0.0,0,1.8,260,150000
9.560997243589352,7,6,1966,2,1,924,1,2157,0,2,2,2,0,0,0,0.0,1,2.5,171,226000
9.411156511406302,6,5,2000,3,1,992,1,2054,1,2,1,2,0,0,0,1.0,1,3.1,72,244000
8.907612341319131,5,6,1959,2,1,1063,1,1327,1,2,0,2,0,0,0,0.0,0,1.6,0,150750
8.832441791585824,8,5,2001,4,1,1267,1,1296,1,2,0,2,0,0,0,1.0,1,2.6,217,220000
9.24329147211587,5,6,1968,2,1,1461,1,1721,0,1,1,2,0,0,0,0.0,0,2.5,276,180000
9.249561085129463,7,6,1970,2,1,1304,1,1682,0,1,1,2,0,0,0,0.0,0,2.0,98,174000
9.245224773829683,5,5,1967,2,1,1214,1,1214,0,1,1,1,0,0,0,0.0,0,2.0,111,143000
9.311994025702685,7,5,1988,2,1,1907,1,1959,0,1,0,3,0,0,0,0.0,0,3.0,0,171000
9.112286431500797,8,5,1999,3,2,1004,1,1852,0,2,2,3,0,0,0,1.0,1,2.5,330,230000
9.643809676493944,6,5,1997,3,1,928,1,1764,1,2,0,2,0,0,0,1.0,1,3.1,375,231500
9.259130536145614,4,5,1971,2,1,864,1,864,0,1,1,0,0,0,0,0.0,0,1.0,0,115000
9.362632182318439,7,5,2005,3,3,1734,1,1734,1,2,0,2,0,0,0,1.0,1,2.6,184,260000
9.05017161982336,5,4,1952,2,1,910,1,1385,0,1,0,2,0,0,0,0.0,0,2.0,0,166000
9.24329147211587,7,5,1999,3,4,1490,1,1501,1,2,0,2,0,0,0,1.0,1,2.6,173,204000
9.116029692504943,5,5,1963,2,1,1728,1,1728,1,1,0,2,0,0,0,0.0,0,2.6,0,125000
7.832807516524864,6,5,2004,3,1,970,1,1709,0,2,0,2,0,0,0,0.0,1,2.0,40,130000
8.719317375506371,5,7,1931,2,1,715,1,875,1,1,0,1,0,0,0,0.0,0,1.6,48,105000
9.15957325492253,7,5,2001,3,1,884,1,2035,0,2,1,2,0,0,0,0.0,1,2.5,192,222500
8.922658299524402,7,5,2004,3,1,1080,1,1080,1,2,0,0,0,0,0,1.0,1,1.6,0,141000
8.738735461363474,5,4,1936,3,1,896,1,1344,0,1,0,1,0,0,0,0.0,0,1.0,314,115000
9.245321340871428,5,6,1975,2,3,969,1,969,0,1,0,2,0,0,0,0.0,0,1.5,0,122000
9.538996427397391,8,5,2007,4,4,1710,1,1710,1,2,1,3,0,1,0,1.0,1,2.6,102,372402
9.602585141913492,6,5,1971,2,1,825,1,1993,0,1,1,2,0,0,0,0.0,0,2.5,66,190000
9.51044496442652,6,7,1960,3,4,1602,1,1252,1,1,1,2,0,0,0,0.0,0,1.6,409,235000
9.336091577281744,6,5,1923,2,1,1200,1,1200,0,1,0,1,0,0,0,0.0,0,1.0,228,125000
9.169518377455928,6,5,1924,2,1,572,0,1096,0,1,0,0,0,0,0,0.0,0,1.0,136,79000
8.881836305004146,5,7,1950,0,0,0,1,1040,0,1,0,2,0,0,0,0.0,0,1.0,0,109500
9.392911897525345,8,5,2009,4,1,774,1,1968,0,3,1,3,0,0,0,0.0,1,2.5,75,269500
9.437635294412868,7,5,2004,3,1,991,1,1947,0,2,1,2,0,0,0,1.0,1,2.5,136,254900
9.87189368094495,7,5,2005,3,2,1392,1,2462,1,2,1,2,0,0,0,1.0,1,3.1,539,320000
9.316500567804573,6,6,1984,3,1,1232,1,1232,0,1,0,2,0,0,0,0.0,0,2.0,0,162500
9.52427481557203,9,5,2003,4,3,1572,1,2668,1,3,2,3,0,1,0,1.0,1,3.1,400,412500
9.40771473139643,7,5,2005,3,2,1541,1,1541,0,2,1,2,0,1,0,0.0,1,2.0,70,220000
8.612503371220562,4,6,1956,2,1,882,1,882,0,1,0,0,0,0,0,0.0,1,1.0,0,103200
8.594154232552366,6,7,1926,2,2,1149,1,1616,0,2,0,1,0,0,0,0.0,0,2.0,183,152000
9.220884585851854,5,7,1940,2,1,644,1,1355,1,1,0,0,0,0,0,0.0,0,2.6,140,127500
9.278746404640245,5,5,1955,2,1,1617,1,1867,1,1,3,1,0,0,0,0.0,1,1.6,618,190000
9.265017933266881,8,5,2007,4,1,1582,1,2161,1,3,1,3,0,1,0,1.0,1,2.1,298,325624
9.01724094201035,7,5,2004,3,1,840,1,1720,0,2,1,2,0,0,0,0.0,1,2.5,148,183500
9.721305985943088,8,6,1981,3,1,1686,1,1707,0,1,1,2,0,0,0,0.0,0,2.5,638,228000
9.422058905620926,5,6,1941,2,1,720,1,1382,0,1,0,2,0,0,0,0.0,0,1.5,237,128500
10.366277727263563,6,5,1960,2,4,1080,1,1656,1,1,2,2,0,0,0,0.0,0,1.6,272,215000
8.576593534697684,7,7,1987,3,1,1064,1,1767,1,2,1,2,0,0,1,1.0,0,2.6,476,239000
9.229848838364227,6,5,1961,2,1,1362,1,1362,1,1,1,2,0,0,0,0.0,0,2.1,20,163000
9.426741242423,6,5,1986,3,1,1606,1,1651,1,1,1,2,0,0,0,0.0,0,2.6,192,184000
9.442641861075158,6,7,1950,2,3,1202,1,2158,1,2,1,2,0,0,0,0.0,0,2.6,68,243000
9.213236175088207,6,5,1988,3,1,1151,1,2060,0,1,1,2,0,0,0,1.0,0,2.8,420,211000
9.521494800613103,5,5,1958,2,1,1052,1,1920,1,2,1,2,0,0,0,0.0,1,2.6,0,172500
9.765546451422905,9,5,2008,4,1,2216,1,2234,1,3,1,3,0,0,1,1.0,1,2.6,60,501837
9.05017161982336,5,6,1923,2,1,968,1,968,0,1,0,2,0,0,0,0.0,0,1.0,184,100000
7.6577552711348655,6,5,2000,3,1,756,1,1525,0,2,1,2,0,0,0,1.0,1,2.5,0,177000
8.934323331054905,7,6,1920,1,1,793,1,1802,0,1,1,1,1,0,0,0.0,0,1.5,40,200100
9.111624399037023,5,6,1957,0,0,0,1,1340,0,1,1,1,0,0,0,0.0,1,1.0,296,120000
9.343646739284408,7,5,2003,3,1,1362,1,2082,0,2,0,2,0,0,0,0.0,1,2.5,518,200000
8.914357274485015,5,8,1908,1,1,504,1,1252,0,1,0,2,0,0,0,0.0,0,1.0,104,127000
10.041073215488689,10,9,1892,2,2,1107,1,3608,0,3,2,3,0,0,0,0.0,1,2.5,670,475000
9.205026277152411,7,5,1990,3,3,1188,1,1217,1,2,0,2,0,0,0,1.0,1,2.6,195,173000
9.250522161609013,5,7,1916,1,1,660,1,1656,0,1,0,1,0,0,0,0.0,1,2.5,140,135000
8.85623355614316,5,5,1979,3,3,1086,1,1224,2,1,2,2,0,0,0,1.0,0,2.2,120,153337
8.5016733797582,8,5,2001,4,3,1593,1,1593,1,3,1,2,0,0,1,1.0,1,2.1,344,286000
8.918917979908679,7,9,1972,2,1,725,1,1479,1,2,0,2,0,0,0,0.0,0,2.1,32,184000
9.10686696349991,7,5,1999,3,3,1431,1,1431,1,2,0,2,0,0,0,1.0,1,2.6,35,192000
7.832807516524864,7,5,2004,3,1,970,1,1709,0,2,0,2,0,0,0,0.0,1,2.0,40,130000
8.87905466204227,5,7,1972,2,3,864,1,864,0,1,0,1,0,0,0,0.0,0,1.0,0,127000
7.731930721948487,6,6,1976,3,1,855,1,1456,0,1,1,2,0,0,0,0.0,0,2.5,87,148500
9.150165648940114,7,5,2007,4,1,1726,1,1726,1,3,1,3,0,0,0,1.0,1,2.6,575,311872
10.143252204866574,8,4,1918,2,1,1360,1,3112,1,2,1,2,0,0,0,1.0,0,2.9,568,235000
8.616133139271142,6,6,1912,2,1,755,1,2229,0,1,0,0,0,0,0,0.0,1,1.0,228,104000
9.16858043772795,8,5,2004,4,3,1713,1,1713,1,3,1,3,0,1,0,1.0,1,2.6,196,274900
9.05321861620397,4,5,2003,3,1,1121,1,1121,0,1,0,2,0,0,0,0.0,1,2.0,196,140000
9.22276289197474,6,6,1977,2,1,1196,1,1279,0,1,2,2,0,0,0,0.0,0,2.3,321,171500
8.853665428037448,6,6,1924,1,1,617,1,1310,0,1,0,1,0,0,0,0.0,0,2.0,126,112000
8.397959103492541,6,5,2004,3,3,848,1,848,1,2,1,2,0,0,0,1.0,1,1.6,149,149000
8.160518247477505,5,7,1947,2,1,720,1,1284,0,1,0,1,0,0,0,0.0,0,1.5,35,110000
9.380167531188448,7,5,1990,3,1,1424,1,1442,0,1,0,2,0,0,0,0.0,1,2.0,542,180500
9.523178364309082,5,5,1962,2,1,1140,1,1696,0,1,1,1,0,0,0,0.0,0,1.5,30,143900
9.432923766431827,4,5,1960,2,1,1100,1,1100,1,1,1,1,0,0,0,0.0,0,1.6,355,141000
9.572480355345975,7,5,1988,3,4,1157,1,2062,1,1,1,2,0,0,0,1.0,1,3.1,269,277000
9.017968479328726,6,7,1964,3,1,1092,1,1092,1,1,0,2,0,0,0,0.0,1,1.6,0,145000
8.631235907456897,5,6,1925,2,1,864,0,864,1,1,0,0,0,0,0,0.0,0,1.6,96,98000
9.251482315307356,6,5,2009,3,2,1212,1,1212,0,2,0,2,0,0,0,1.0,1,2.0,122,186000
9.0641578617981,7,5,2009,3,1,900,1,1852,1,2,1,2,0,0,0,1.0,1,3.1,276,252678
9.515469358031684,5,5,1995,3,1,990,1,990,0,1,0,2,0,0,0,0.0,1,1.3,224,156000
9.296518068217235,6,7,1977,3,1,689,1,1392,0,1,0,1,0,0,0,1.0,1,1.5,36,161750
9.211439767419485,5,6,1957,2,1,1070,1,1236,0,2,1,1,0,0,0,0.0,0,1.3,0,134450
9.04192172035122,7,5,2004,3,2,1436,1,1436,1,2,0,2,0,0,0,1.0,1,2.6,237,210000
9.200895913148184,4,4,1925,2,1,686,0,1328,0,1,0,1,0,0,0,0.0,0,1.0,232,107000
9.658864969544794,7,9,1939,2,1,798,1,1954,0,2,2,2,1,0,0,0.0,1,1.8,269,311500
8.009695357742922,7,5,2005,3,3,1248,1,1248,0,2,0,2,0,0,0,1.0,1,2.0,108,167240
9.103868127465669,7,5,2006,3,2,1498,1,1498,0,2,0,2,0,0,0,0.0,1,2.0,384,204900
8.995660899074101,6,5,2002,3,1,1010,1,2267,0,2,1,2,0,0,0,0.0,1,2.5,166,200000
9.347926034928744,6,6,1975,3,1,713,1,1552,1,1,1,2,0,0,0,0.0,0,3.1,417,179900
9.259130536145614,4,6,1971,2,1,864,1,864,0,1,0,2,0,0,0,0.0,0,1.0,216,97000
9.508368736482108,10,5,2003,4,4,2392,1,2392,0,3,1,3,0,1,0,1.0,1,2.0,353,386250
7.426549072397305,5,5,1971,2,1,630,1,1302,0,1,0,1,0,0,0,0.0,0,2.5,0,112000
9.20532783015264,7,5,1995,3,1,1203,1,2520,0,2,1,3,0,0,0,1.0,1,2.5,338,290000
7.533158807455562,6,6,1970,2,1,483,1,987,0,1,0,1,0,0,0,0.0,0,1.5,0,106000
9.050288983827956,5,5,1967,2,1,912,1,912,0,1,1,1,0,0,0,0.0,0,1.0,0,125000
8.065265208897733,7,5,2005,3,3,1373,1,1555,0,2,1,2,0,0,0,1.0,1,2.0,163,192500
9.077951183930438,6,6,1959,2,1,1194,1,1194,1,1,0,1,0,0,0,0.0,0,1.6,120,148000
9.624963417869113,8,5,1995,3,1,1462,1,2794,1,3,1,3,0,0,0,1.0,1,3.1,348,403000
7.426549072397305,6,5,1972,2,1,483,1,987,0,1,1,1,0,0,0,0.0,0,1.5,0,94500
9.273315171137572,5,6,1976,2,3,894,1,894,1,1,0,1,0,0,0,0.0,0,1.6,365,128200
8.968396191198256,6,5,2002,3,1,860,1,1960,1,2,2,2,0,0,0,1.0,1,3.1,336,216500
7.426549072397305,6,3,1971,2,1,483,1,987,0,1,0,1,0,0,0,0.0,0,1.5,0,89500
9.079434102128383,7,5,2004,3,3,1414,1,1414,0,2,0,2,0,0,0,1.0,1,2.0,237,185500
9.154087430425383,7,7,1993,3,1,996,1,1744,0,2,0,2,0,0,0,0.0,1,2.5,678,194500
9.395158808968725,8,5,2007,4,1,1694,1,1694,0,2,0,3,0,1,0,0.0,1,2.0,396,318000
9.075779878580487,6,4,1945,2,1,735,1,1487,0,1,1,1,0,0,0,0.0,0,1.5,140,113000
9.104979856318355,8,5,2008,3,3,1566,1,1566,1,2,0,2,0,0,0,1.0,1,2.6,312,262500
8.263590432617319,5,9,1945,2,1,686,1,866,0,2,0,0,0,0,0,0.0,0,1.0,100,110500
8.517193191416238,5,4,1900,2,1,540,0,1440,0,1,0,1,0,0,0,0.0,0,1.0,77,79000
9.283776690049363,6,6,1980,3,1,626,1,1217,0,1,1,1,0,0,0,0.0,0,1.5,28,120000
9.091556835986218,7,5,1994,3,1,948,1,2110,1,2,2,2,0,0,0,1.0,1,3.1,130,205000
9.249561085129463,7,5,1988,3,3,1845,1,1872,0,1,1,2,0,0,0,1.0,0,2.3,236,241500
9.12063445889169,6,8,1910,1,1,1020,0,1928,0,0,0,1,0,0,0,0.0,0,2.0,172,137000
